,east,north,tvd
0,0.0,0.0,0.0
1,0.0,0.0,0.05401098108482201
2,0.0,0.0,0.10802196216964402
3,0.0,0.0,0.16203294325446604
4,0.0,0.0,0.21604392433928804
5,0.0,0.0,0.27005490542411004
6,0.0,0.0,0.32406588650893203
7,0.0,0.0,0.37807686759375403
8,0.0,0.0,0.432087848678576
9,0.0,0.0,0.486098829763398
10,0.0,0.0,0.5401098108482201
11,0.0,0.0,0.5941207919330421
12,0.0,0.0,0.6481317730178642
13,0.0,0.0,0.7021427541026862
14,0.0,0.0,0.7561537351875083
15,0.0,0.0,0.8101647162723303
16,0.0,0.0,0.8641756973571524
17,0.0,0.0,0.9181866784419744
18,0.0,0.0,0.9721976595267965
19,0.0,0.0,1.0262086406116184
20,0.0,0.0,1.0802196216964404
21,0.0,0.0,1.1342306027812623
22,0.0,0.0,1.1882415838660842
23,0.0,0.0,1.2422525649509062
24,0.0,0.0,1.2962635460357281
25,0.0,0.0,1.35027452712055
26,0.0,0.0,1.404285508205372
27,0.0,0.0,1.458296489290194
28,0.0,0.0,1.512307470375016
29,0.0,0.0,1.5663184514598378
30,0.0,0.0,1.6203294325446598
31,0.0,0.0,1.6743404136294817
32,0.0,0.0,1.7283513947143037
33,0.0,0.0,1.7823623757991256
34,0.0,0.0,1.8363733568839475
35,0.0,0.0,1.8903843379687695
36,0.0,0.0,1.9443953190535914
37,0.0,0.0,1.9984063001384134
38,0.0,0.0,2.0524172812232355
39,0.0,0.0,2.1064282623080577
40,0.0,0.0,2.16043924339288
41,0.0,0.0,2.214450224477702
42,0.0,0.0,2.268461205562524
43,0.0,0.0,2.3224721866473463
44,0.0,0.0,2.3764831677321685
45,0.0,0.0,2.4304941488169907
46,0.0,0.0,2.484505129901813
47,0.0,0.0,2.538516110986635
48,0.0,0.0,2.592527092071457
49,0.0,0.0,2.6465380731562793
50,0.0,0.0,2.7005490542411015
51,0.0,0.0,2.7545600353259236
52,0.0,0.0,2.808571016410746
53,0.0,0.0,2.862581997495568
54,0.0,0.0,2.91659297858039
55,0.0,0.0,2.9706039596652123
56,0.0,0.0,3.0246149407500345
57,0.0,0.0,3.0786259218348566
58,0.0,0.0,3.132636902919679
59,0.0,0.0,3.186647884004501
60,0.0,0.0,3.240658865089323
61,0.0,0.0,3.2946698461741453
62,0.0,0.0,3.3486808272589674
63,0.0,0.0,3.4026918083437896
64,0.0,0.0,3.4567027894286118
65,0.0,0.0,3.510713770513434
66,0.0,0.0,3.564724751598256
67,0.0,0.0,3.6187357326830782
68,0.0,0.0,3.6727467137679004
69,0.0,0.0,3.7267576948527226
70,0.0,0.0,3.7807686759375447
71,0.0,0.0,3.834779657022367
72,0.0,0.0,3.888790638107189
73,0.0,0.0,3.942801619192011
74,0.0,0.0,3.9968126002768334
75,0.0,0.0,4.050823581361655
76,0.0,0.0,4.104834562446477
77,0.0,0.0,4.158845543531299
78,0.0,0.0,4.212856524616122
79,0.0,0.0,4.266867505700944
80,0.0,0.0,4.320878486785766
81,0.0,0.0,4.374889467870588
82,0.0,0.0,4.42890044895541
83,0.0,0.0,4.482911430040232
84,0.0,0.0,4.536922411125055
85,0.0,0.0,4.590933392209877
86,0.0,0.0,4.644944373294699
87,0.0,0.0,4.698955354379521
88,0.0,0.0,4.752966335464343
89,0.0,0.0,4.806977316549165
90,0.0,0.0,4.8609882976339875
91,0.0,0.0,4.91499927871881
92,0.0,0.0,4.969010259803632
93,0.0,0.0,5.023021240888454
94,0.0,0.0,5.077032221973276
95,0.0,0.0,5.131043203058098
96,0.0,0.0,5.1850541841429205
97,0.0,0.0,5.239065165227743
98,0.0,0.0,5.293076146312565
99,0.0,0.0,5.347087127397387
100,0.0,0.0,5.401098108482209
101,0.0,0.0,5.455109089567031
102,0.0,0.0,5.5091200706518535
103,0.0,0.0,5.563131051736676
104,0.0,0.0,5.617142032821498
105,0.0,0.0,5.67115301390632
